Village,hhid,dogid,sex,birthdate,deathdate,deathcause,encdate,alive,dead,age,pregnant,pups,exitdate,bcs2,year,roundyrs,lagvacc,deathage2,_st,_d,_t,_t0,sch1,sch2,sch3,sch4,sch5,sch6,sch7,sch8,sch9,sch10,sch11,sch12,sch13,sch14,sch15,sch16,sch17,sca1,sca2,sca3,sca4,sca5,sca6,sca7,sca8,sca9,sca10,sca11,sca12,sca13,sca14,sca15,sca16,sca17
Buyubi,Bhh015,b025,female,8 /15/2003,15/06/2013,sick,8 /30/2013,0,1,,0,0,15/06/2013,,2013,3,0,119.7333298,1,1,3,2,0,-0.200720573,-0.276526989,-0.259540437,-0.625506825,0,0.602245672,-0.251382785,-0.129139671,0,-0.163762852,-0.102009493,-0.197514361,-0.131366631,-0.143506066,-0.0722459,0.89177515,0,-1.31956637,-2.127211194,-2.088543593,-1.514114698,0,1.211985317,0.040649722,-0.097489107,0,-0.663411891,-1.405042422,-2.174427094,-2.387188513,-2.212914875,-1.307731337,5.541167557
Buyubi,Bhh015,b026,male,3 /15/2010,,,8 /20/2010,1,0,5,0,0,15/09/2012,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh015,b026,male,3 /15/2010,,,8 /18/2011,1,0,18,0,0,15/09/2012,,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh015,b026,male,3 /15/2010,,,8 /18/2012,1,0,30,0,0,15/09/2012,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh015,b026,male,3 /15/2010,,,8 /30/2013,0,1,,0,0,15/09/2012,,2013,3,0,,1,1,3,2,0,-0.200720573,-0.276526989,-0.259540437,0.374493175,0,-0.397754328,0.748617215,-0.129139671,0,0.836237148,-0.102009493,-0.197514361,-0.131366631,-0.143506066,-0.0722459,-0.10822485,0,-2.027319892,-2.433506879,-2.0949774,0.374185252,0,-0.411557403,1.641390014,-0.372265627,0,1.793310441,-1.197903607,-2.271856581,-2.704110165,-2.839687333,-1.117983695,-1.348585585
Buyubi,Bhh016,b027,female,2 /15/2009,15/02/2012,sick,8 /20/2010,1,0,18,1,0,15/02/2012,4,2010,0,0,36.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b027,female,2 /15/2009,15/02/2012,sick,8 /18/2011,1,0,30,0,0,15/02/2012,3,2011,1,0,36.5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b027,female,2 /15/2009,15/02/2012,sick,8 /18/2012,0,1,,0,0,15/02/2012,,2012,2,0,36.5,1,1,2,1,0,-0.210935848,-0.283950338,-0.264674466,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,0.833613796,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,-1.79099254,-2.636873481,-2.389159942,-1.232501639,0,0.767619644,-0.705711775,-0.729924693,0,-0.736161545,-1.627194343,4.05556767,-2.080307007,-1.797787816,-1.468992827,-1.276781702
Buyubi,Bhh016,b027,female,2 /15/2009,15/02/2012,sick,8 /30/2013,0,1,,0,0,15/02/2012,,2013,3,0,36.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b028,female,2 /15/2007,,,8 /20/2010,1,0,42,1,0,20/08/2010,4,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b028,female,2 /15/2007,,,8 /18/2011,0,1,54,0,0,20/08/2010,,2011,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,0.959999379,-0.033620717,-0.04686716,0,-1.700539053,-1.815826898,-1.941812127,-1.367408879,0,-0.356423365,1.200660452,-0.351952685,0,-0.12018833,-0.66216878,-0.859340685,-0.47057253,8.958527339,-0.072784677,0.049394739
Buyubi,Bhh016,b028,female,2 /15/2007,,,8 /18/2012,0,1,,0,0,20/08/2010,,2012,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b028,female,2 /15/2007,,,8 /30/2013,0,1,,0,0,20/08/2010,,2013,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b029,male,10/15/2009,,,8 /20/2010,1,0,10,0,0,30/08/2013,5,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b029,male,10/15/2009,,,8 /18/2011,1,0,24,0,0,30/08/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b029,male,10/15/2009,,,8 /18/2012,1,0,36,0,0,30/08/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b029,male,10/15/2009,,,8 /30/2013,1,0,48,0,0,30/08/2013,4,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b030,male,8 /15/2007,,,8 /20/2010,1,0,36,0,0,30/08/2013,4,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b030,male,8 /15/2007,,,8 /18/2011,1,0,48,0,0,30/08/2013,,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b030,male,8 /15/2007,,,8 /18/2012,1,0,60,0,0,30/08/2013,5,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh016,b030,male,8 /15/2007,,,8 /30/2013,1,0,72,0,0,30/08/2013,4,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh017,b031,female,8 /15/2009,,,8 /21/2010,1,0,12,0,1,30/08/2013,2,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh017,b031,female,8 /15/2009,,,8 /19/2011,1,0,24,1,0,30/08/2013,2,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh017,b031,female,8 /15/2009,,,8 /18/2012,1,0,36,0,0,30/08/2013,2,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh017,b031,female,8 /15/2009,,,8 /30/2013,1,0,48,0,1,30/08/2013,2,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh018,b032,male,8 /15/2007,,,8 /21/2010,1,0,36,0,0,18/08/2011,4,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh018,b032,male,8 /15/2007,,,8 /18/2011,1,0,48,0,0,18/08/2011,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh018,b032,male,8 /15/2007,,,8 /18/2012,0,1,,0,0,18/08/2011,,2012,2,0,,1,1,2,1,0,-0.210935848,-0.283950338,-0.264674466,0.393734296,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,0.897427195,-0.075389839,-0.105913187,0,-1.487054707,-2.242870887,-2.104978463,0.806844079,0,0.445646644,-1.45379228,-1.09929167,0,-0.935395279,-1.604101503,-1.709855697,-2.139797491,8.155968971,-1.247347853,-1.221734204
Buyubi,Bhh018,b032,male,8 /15/2007,,,8 /30/2013,0,1,,0,0,18/08/2011,,2013,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b033,female,8 /15/2006,,,8 /21/2010,1,0,48,0,1,18/08/2011,3,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b033,female,8 /15/2006,,,8 /18/2011,1,0,60,0,0,18/08/2011,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b033,female,8 /15/2006,,,8 /18/2012,0,1,,0,0,18/08/2011,,2012,2,0,,1,1,2,1,0,-0.210935848,-0.283950338,-0.264674466,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,-0.102572805,0.924610161,-0.105913187,0,-1.891349215,-2.34666978,-2.483518861,-1.217724824,0,1.4006782,0.198702711,-0.177464977,0,-0.646075942,-1.584935456,-1.979735052,-2.068412469,-1.860799012,10.11853318,-1.187740483
Buyubi,Bhh019,b033,female,8 /15/2006,,,8 /29/2013,0,1,,0,0,18/08/2011,,2013,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b034,male,5 /15/2010,15/06/2011,killed by people,8 /21/2010,1,0,3,0,0,15/06/2011,4,2010,0,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b034,male,5 /15/2010,15/06/2011,killed by people,8 /18/2011,0,1,12,0,0,15/06/2011,,2011,1,0,13.19999981,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,0.411616956,0,-0.434013024,0.75248712,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-2.079514669,-2.310229827,-2.034160351,0.480323348,0,-0.50042417,1.63226896,-0.34080108,0,1.927398911,-0.888164764,-1.152777804,-1.162014014,-1.29628681,-0.198348182,-0.45147122
Buyubi,Bhh019,b034,male,5 /15/2010,15/06/2011,killed by people,8 /18/2012,0,1,,0,0,15/06/2011,,2012,2,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh019,b034,male,5 /15/2010,15/06/2011,killed by people,8 /29/2013,0,1,,0,0,15/06/2011,,2013,3,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh020,b035,female,8 /15/2006,15/03/2011,sick,8 /21/2010,1,0,48,0,1,15/03/2011,2,2010,0,0,55.76666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh020,b035,female,8 /15/2006,15/03/2011,sick,8 /19/2011,0,1,60,0,0,15/03/2011,,2011,1,0,55.76666641,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,0.966379283,-0.04686716,0,-2.246430678,-2.464713114,-2.588246383,-0.910055235,0,-2.06140992,-2.0088047,-2.422671572,0,-0.792670255,-1.080475975,-1.33072615,-0.901626324,-0.954243078,10.20195258,-0.885991947
Buyubi,Bhh020,b035,female,8 /15/2006,15/03/2011,sick,8 /20/2012,0,1,,0,0,15/03/2011,,2012,2,0,55.76666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh020,b035,female,8 /15/2006,15/03/2011,sick,8 /30/2013,0,1,,0,0,15/03/2011,,2013,3,0,55.76666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh021,b036,female,12/15/2009,15/03/2011,hyena,8 /21/2010,1,0,9,0,0,15/03/2011,4,2010,0,0,15.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh021,b036,female,12/15/2009,15/03/2011,hyena,8 /19/2011,0,1,15,0,0,15/03/2011,,2011,1,0,15.16666698,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-2.184186544,-2.153489468,-2.198568241,-1.491531579,0,-0.545538186,1.618008561,-0.378727243,0,-0.125948501,4.77303131,-1.211500473,-0.78421042,-1.200173697,-0.319674382,-0.307936474
Buyubi,Bhh021,b036,female,12/15/2009,15/03/2011,hyena,8 /20/2012,0,1,,0,0,15/03/2011,,2012,2,0,15.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh021,b036,female,12/15/2009,15/03/2011,hyena,8 /29/2013,0,1,,0,0,15/03/2011,,2013,3,0,15.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh022,b037,female,9 /15/2009,,,8 /21/2010,1,0,12,0,0,02/09/2013,5,2010,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh022,b037,female,9 /15/2009,,,8 /19/2011,1,0,24,0,0,02/09/2013,4,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh022,b037,female,9 /15/2009,,,8 /20/2012,1,0,36,0,1,02/09/2013,2,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh022,b037,female,9 /15/2009,,,9 /2 /2013,1,0,48,0,0,02/09/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b038,male,3 /15/2010,15/04/2011,hyena,8 /23/2010,1,0,5,0,0,15/04/2011,3,2010,0,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b038,male,3 /15/2010,15/04/2011,hyena,8 /19/2011,0,1,12,0,0,15/04/2011,,2011,1,0,13.19999981,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-1.997606084,-2.488481669,-2.158125375,0.578172964,0,0.589426336,-0.471823456,-0.582695598,0,1.384965961,-1.363601714,-1.350009714,-1.501897145,-1.165260831,-0.666936022,-0.865714465
Buyubi,Bhh023,b038,male,3 /15/2010,15/04/2011,hyena,8 /20/2012,0,1,,0,0,15/04/2011,,2012,2,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b038,male,3 /15/2010,15/04/2011,hyena,9 /2 /2013,0,1,,0,0,15/04/2011,,2013,3,0,13.19999981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b039,male,3 /15/2010,15/03/2012,road kill,8 /23/2010,1,0,5,0,0,15/03/2012,3,2010,0,0,24.36666679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b039,male,3 /15/2010,15/03/2012,road kill,8 /19/2011,1,0,17,0,0,15/03/2012,4,2011,1,0,24.36666679,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh023,b039,male,3 /15/2010,15/03/2012,road kill,8 /20/2012,0,1,,0,0,15/03/2012,,2012,2,0,24.36666679,1,1,2,1,0,-0.210935848,-0.283950338,-0.264674466,0.393734296,0,-0.400067242,0.712165127,-0.137020198,0,0.83696763,-0.138350344,-0.166386204,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,-2.067644512,-2.50423161,-2.146620764,0.43234905,0,-0.528509376,1.439453552,-0.501429995,0,1.842404715,-1.319403447,-1.979958437,-2.258213859,-2.318736767,-1.092997864,-1.258805188
Buyubi,Bhh023,b039,male,3 /15/2010,15/03/2012,road kill,9 /2 /2013,0,1,,0,0,15/03/2012,,2013,3,0,24.36666679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh024,b040,male,8 /15/2008,15/02/2013,,8 /23/2010,1,0,24,0,0,15/02/2013,4,2010,0,0,54.83333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh024,b040,male,8 /15/2008,15/02/2013,,8 /19/2011,1,0,36,0,0,15/02/2013,4,2011,1,0,54.83333206,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh024,b040,male,8 /15/2008,15/02/2013,,8 /21/2012,1,0,48,0,0,15/02/2013,2,2012,2,0,54.83333206,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh024,b040,male,8 /15/2008,15/02/2013,,9 /2 /2013,0,1,,0,0,15/02/2013,,2013,3,0,54.83333206,1,1,3,2,0,-0.200720573,-0.276526989,-0.259540437,0.374493175,0,-0.397754328,-0.251382785,-0.129139671,0,-0.163762852,-0.102009493,-0.197514361,0.868633369,-0.143506066,-0.0722459,-0.10822485,0,-2.227824427,-2.675751949,-2.146989781,0.686367978,0,-3.114055032,-3.367749851,-3.644364434,0,-1.196382702,-1.430002619,-2.354370796,8.328677424,-2.346560518,-2.183103461,-1.958353962
Buyubi,Bhh025,b041,female,8 /15/2007,15/07/2013,hyena,8 /23/2010,1,0,36,1,0,15/07/2013,3,2010,0,0,72.03333282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh025,b041,female,8 /15/2007,15/07/2013,hyena,8 /19/2011,1,0,48,0,0,15/07/2013,4,2011,1,0,72.03333282,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh025,b041,female,8 /15/2007,15/07/2013,hyena,8 /20/2012,1,0,60,0,0,15/07/2013,2,2012,2,0,72.03333282,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh025,b041,female,8 /15/2007,15/07/2013,hyena,8 /28/2013,0,1,,0,0,15/07/2013,,2013,3,0,72.03333282,1,1,3,2,0,-0.200720573,-0.276526989,-0.259540437,-0.625506825,0,-0.397754328,-0.251382785,-0.129139671,0,-0.163762852,-0.102009493,-0.197514361,-0.131366631,0.856493934,-0.0722459,-0.10822485,0,-1.909646997,-2.42940091,-2.343782133,-1.116002068,0,-2.667879417,-3.294633731,-3.03114726,0,-1.028298258,-1.374123776,-2.353823104,-2.281965512,7.430258772,-2.272238318,-1.767548303
Buyubi,Bhh026,b042,male,8 /15/2004,15/04/2011,sick,8 /23/2010,1,0,72,0,0,15/04/2011,3,2010,0,0,81.1333313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh026,b042,male,8 /15/2004,15/04/2011,sick,8 /19/2011,0,1,72,0,0,15/04/2011,,2011,1,0,81.1333313,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,0.95313284,0,-1.252055543,-2.058724505,-1.954467445,0.716401038,0,0.863423259,-0.326016239,-0.410840111,0,-0.717103224,-1.130560668,-0.881450785,-1.078234346,-0.580648744,-0.199421477,6.388730192
Buyubi,Bhh026,b042,male,8 /15/2004,15/04/2011,sick,8 /20/2012,0,1,,0,0,15/04/2011,,2012,2,0,81.1333313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh026,b042,male,8 /15/2004,15/04/2011,sick,8 /29/2013,0,1,,0,0,15/04/2011,,2013,3,0,81.1333313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh026,b043,male,8 /15/2009,15/07/2011,sick,8 /23/2010,1,0,12,0,0,15/07/2011,4,2010,0,0,23.29999924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh026,b043,male,8 /15/2009,15/07/2011,sick,8 /19/2011,0,1,24,0,0,15/07/2011,,2011,1,0,23.29999924,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,0.411616956,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,0.90760039,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-1.765065678,-2.319410218,-2.079475407,0.842000682,0,-0.553840948,1.233651143,-0.672216811,0,-0.296514202,-0.7557758,5.253877746,-0.877366016,-0.817498229,0.082919042,-0.104756218
Buyubi,Bhh026,b043,male,8 /15/2009,15/07/2011,sick,8 /20/2012,0,1,,0,0,15/07/2011,,2012,2,0,23.29999924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh026,b043,male,8 /15/2009,15/07/2011,sick,8 /29/2013,0,1,,0,0,15/07/2011,,2013,3,0,23.29999924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b044,male,8 /15/2008,15/02/2012,sick,8 /23/2010,1,0,24,0,0,15/02/2012,3,2010,0,0,42.63333511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b044,male,8 /15/2008,15/02/2012,sick,8 /19/2011,1,0,36,0,0,15/02/2012,3,2011,1,0,42.63333511,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b044,male,8 /15/2008,15/02/2012,sick,8 /20/2012,0,1,,0,0,15/02/2012,,2012,2,0,42.63333511,1,1,2,1,0,-0.210935848,-0.283950338,-0.264674466,0.393734296,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,0.900192166,-0.102572805,-0.075389839,-0.105913187,0,-1.924937741,-2.434431563,-1.981445211,0.484836484,0,0.259166321,-1.169363493,-1.367693292,0,-0.915699919,-1.624723257,-1.884300921,8.703987431,-1.709715929,-1.346887342,-1.362988133
Buyubi,Bhh027,b044,male,8 /15/2008,15/02/2012,sick,8 /29/2013,0,1,,0,0,15/02/2012,,2013,3,0,42.63333511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b045,female,4 /15/2010,15/12/2010,sick,8 /23/2010,1,0,4,0,0,15/12/2010,3,2010,0,0,8.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b045,female,4 /15/2010,15/12/2010,sick,8 /19/2011,0,1,8,0,0,15/12/2010,,2011,1,0,8.133333206,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-2.117311688,-2.433691306,-2.231384474,-1.546204675,0,0.849121628,-0.114278549,-0.237880046,0,1.572745764,-1.328344624,-1.523907246,-1.26875516,-1.254126441,-0.855610368,-0.816162736
Buyubi,Bhh027,b045,female,4 /15/2010,15/12/2010,sick,8 /20/2012,0,1,,0,0,15/12/2010,,2012,2,0,8.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh027,b045,female,4 /15/2010,15/12/2010,sick,8 /29/2013,0,1,,0,0,15/12/2010,,2013,3,0,8.133333206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b046,female,8 /15/2005,15/11/2010,sick,8 /23/2010,1,0,60,0,0,15/11/2010,3,2010,0,0,63.93333435,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b046,female,8 /15/2005,15/11/2010,sick,9 /2 /2011,0,1,60,0,0,15/11/2010,,2011,1,0,63.93333435,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,0.95313284,0,-1.371761146,-2.003934141,-2.027726545,-1.407976602,0,1.12311855,0.031528668,-0.06602456,0,-0.529323421,-1.095303578,-1.055348316,-0.845092361,-0.669514353,-0.388095823,6.438281922
Buyubi,Bhh028,b046,female,8 /15/2005,15/11/2010,sick,8 /20/2012,0,1,,0,0,15/11/2010,,2012,2,0,63.93333435,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b046,female,8 /15/2005,15/11/2010,sick,8 /28/2013,0,1,,0,0,15/11/2010,,2013,3,0,63.93333435,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b047,female,5 /15/2010,15/05/2011,sick,8 /23/2010,1,0,3,0,0,15/05/2011,3,2010,0,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b047,female,5 /15/2010,15/05/2011,sick,9 /2 /2011,0,1,,0,0,15/05/2011,,2011,1,0,12.16666698,1,1,1,0,0,-0.300625586,-0.236334503,-0.229367911,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-2.117311688,-2.433691306,-2.231384474,-1.546204675,0,0.849121628,-0.114278549,-0.237880046,0,1.572745764,-1.328344624,-1.523907246,-1.26875516,-1.254126441,-0.855610368,-0.816162736
Buyubi,Bhh028,b047,female,5 /15/2010,15/05/2011,sick,8 /20/2012,0,1,,0,0,15/05/2011,,2012,2,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh028,b047,female,5 /15/2010,15/05/2011,sick,8 /28/2013,0,1,,0,0,15/05/2011,,2013,3,0,12.16666698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh029,b048,male,3 /15/2010,15/07/2013,hyena,8 /23/2010,1,0,5,0,0,15/07/2013,4,2010,0,0,40.59999847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh029,b048,male,3 /15/2010,15/07/2013,hyena,8 /20/2011,1,0,17,0,0,15/07/2013,4,2011,1,0,40.59999847,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh029,b048,male,3 /15/2010,15/07/2013,hyena,8 /20/2012,1,0,29,0,0,15/07/2013,4,2012,2,0,40.59999847,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyubi,Bhh029,b048,male,3 /15/2010,15/07/2013,hyena,8 /29/2013,0,1,,0,0,15/07/2013,,2013,3,0,40.59999847,1,1,3,2,0,-0.200720573,-0.276526989,-0.259540437,0.374493175,0,-0.397754328,0.748617215,-0.129139671,0,0.836237148,-0.102009493,-0.197514361,-0.131366631,-0.143506066,-0.0722459,-0.10822485,0,-2.027319892,-2.433506879,-2.0949774,0.374185252,0,-0.411557403,1.641390014,-0.372265627,0,1.793310441,-1.197903607,-2.271856581,-2.704110165,-2.839687333,-1.117983695,-1.348585585
Buyubi,Bhh030,b049,male,8 /15/2003,15/07/2012,killed by people,8 /24/2010,1,0,72,0,0,15/07/2012,4,2010,0,0,108.5666656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
